Rio Grande Zoo, Aquarium and Botanical Garden, Albuquerque, New Mexico,Local business,305,35.09632547,-106.5325832
Le Café Miche,Restaurant/cafe,362,35.08320012,-106.650388,,,
Gold Street Caffe,Restaurant/cafe,2539,35.08339353,-106.6501916,,,
P'tit Louis Bistro,Restaurant/cafe,527,35.08330102,-106.6505023,,,
Espresso Fino,Restaurant/cafe,161,35.083095,-106.650437,,,
Century 14 Downtown,Movie theater,25441,35.08326543,-106.6487198,,,
Tucanos Brazilian Grill - Albuquerque,Restaurant/cafe,46212,35.08411313,-106.6484336,,,
Hotel Andaluz,Travel/leisure,4900,35.08491452,-106.6493442,,,
The Library Bar & Grille,Bar,29556,35.08428726,-106.6510776,,,
Lotus Nightclub,Local business,9964,35.08351543,-106.6499169,,,
Amy Biehl High School Foundation,Education,105,35.083901,-106.652373,,,
Central Ave.,Local business,83,35.08553086,-106.6524247,,,
The Brew,Restaurant/cafe,523,35.08356209,-106.6511908,,,
Project Luxe: Hair & Art,Spas/beauty/personal care,335,35.083572,-106.649837,,,
Model Shoe Shine Parlor,Local business,48,35.08331469,-106.6503524,,,
halflife digital,Local business,29,35.083637,-106.65034,,,
Albuquerque Amtrak Station,Local business,6312,35.08184104,-106.6479448,,,
Justin Tyme Barbershop,Spas/beauty/personal care,11,35.083267,-106.650465,,,
Occidental Life Building,Landmark,9,35.08371,-106.650617,,,
JC's New York Pizza Department,Restaurant/cafe,5994,35.0842864,-106.6496512,,,
Q burger,Restaurant/cafe,1949,35.08447051,-106.650419,,,
Ghost Flame,Local business,489,35.083757,-106.651278,,,
Rio Grande Zoo,Organization,15524,35.0776,-106.6627,,,
Sunshine Building,Landmark,562,35.084237,-106.649008,,,
Downtown Albuquerque Greyhound Bus Depot,Local business,355,35.08149963,-106.6471575,,,
Downtown Central,Local business,207,35.08463751,-106.6530042,,,
Amtrak Southwest Chief,Local business,402,35.08150567,-106.647626,,,
MÁS - Tapas y Vino,Restaurant/cafe,681,35.08505182,-106.6492766,,,
KiMo Theatre,Arts/entertainment/nightlife,7933,35.08493043,-106.6525053,,,
Albuquerque Convention & Visitors Bureau,Local business,12056,35.08680491,-106.6490001,,,
Downtown Albuqerque,Local business,63,35.08382245,-106.651236,,,
N.Y.P.D. Pizza,Local business,2469,35.08432845,-106.6497198,,,
Sushi King Downtown,Local business,4946,35.08428025,-106.6488252,,,
Alvarado Transportation Center,Landmark,475,35.0819762,-106.6478375,,,
Burt's Tiki Lounge,Bar,11716,35.08373999,-106.6512195,,,
Presbyterian Hospital Downtown,Local business,17759,35.08169038,-106.6351835,,,
Evolve a hair studio,Spas/beauty/personal care,12,35.083267,-106.650465,,,
Anatolia Turkish Mediterranean Grill,Restaurant/cafe,713,35.08535222,-106.653821,,,
Dog House,Local business,5797,35.08760393,-106.6615805,,,
Knockouts Stripclub,Local business,85,35.08503356,-106.6497403,,,
Centro De Amor,Local business,54,35.07887185,-106.6518008,,,
Ace Barber Shop,Professional services,105,35.084552,-106.651795,,,
Robinson Park,Local business,400,35.08593442,-106.6566662,,,
Energy Nutrition Zone,Local business,779,35.091726,-106.652411,,,
Jessie Pinkmans,Local business,505,35.0874004,-106.6657213,,,
Casitas de Colores,Real estate,255,35.0818483,-106.6501225,,,
Tingley Field,Local business,1227,35.07753905,-106.6589027,,,
Presbyterian Pediatric Urgent Care,Local business,3484,35.0812368,-106.6357556,,,
Healthy Scene Nutrition,Club,2079,35.076738,-106.652534,,,
Downtown Abq - Clubbin,Local business,262,35.08447886,-106.6509906,,,
Greyhound Bus Lines,Local business,259,35.08183864,-106.6479615,,,
New Mexico Legal Aid,Local business,18,35.08372,-106.650958,,,
Asian Noodle Bar,Restaurant/cafe,2197,35.08447675,-106.6512425,,,
Inspire Salon,Spas/beauty/personal care,3293,35.08095854,-106.6525365,,,
Farmer's Market @ Robinson Park,Local business,40,35.08576408,-106.6565354,,,
Downtown Sports & Wellness,Sports/recreation/activities,2149,35.08601254,-106.6491886,,,
NM Rail Runner - Downtown Albuquerque Station,Local business,1125,35.08332915,-106.6472879,,,
BioSave Resources of Albuquerque,Local business,150,35.0783241,-106.6505034,,,
Lovelace Hospital Downtown,Local business,3317,35.08651619,-106.6395535,,,
ABQ BioPark,Attractions/things to do,27154,35.07795894,-106.6629439,,,
Jimmy John's,Local business,330,35.08457245,-106.6506849,,,
Gold N' Anchor Tattoo & Piercing,Professional services,325,35.083775,-106.651406,,,
Albuquerque Civic Plaza,Local business,5436,35.08763155,-106.6504787,,,
Hyatt Regency Albuquerque,Hotel,6699,35.08625274,-106.6507912,,,
FITNHB,Local business,5000,35.09023723,-106.6452529,,,
Mary Fox Park,Local business,145,35.09069602,-106.6619071,,,
Starbucks,Local business,779,35.08655564,-106.6504163,,,
Anatolia Donner Kebab House,Local business,142,35.08528249,-106.653903,,,
Triangle Dog Park,Local business,168,35.08122512,-106.6666287,,,
Department of Veteran's Affairs...,Local business,47,35.08358581,-106.6533723,,,
Sister,Concert venue,7719,35.08473349,-106.6520728,,,
Barelas Community Center,Local business,484,35.07801668,-106.6561633,,,
Vincent E. Griego City Council/county Commission Chambers,Local business,150,35.08776935,-106.6511793,,,
Heart Hospital of New Mexico,Local business,4187,35.08781727,-106.6372588,,,
Betty's Place,Local business,16,35.083169,-106.651068,,,
Holocaust Museum,Local business,35,35.08478476,-106.6547709,,,
Back Alley Draft House,Bar,885,35.08440751,-106.6494376,,,
Alburquerque Zoo and Aquarium,Local business,726,35.07824524,-106.6630934,,,
Jemez National Recreation Area,Local business,241,35.08625984,-106.6503197,,,
Vencill Elizabeth Stacy Atty,Local business,4,35.08372,-106.650958,,,
Hyatt Downtown Albuquerque,Local business,626,35.0865218,-106.6513068,,,
Knock Outs,Local business,149,35.08435612,-106.6505365,,,
Simms Building,Landmark,43,35.083095,-106.652119,,,
Old Post Office,Landmark,30,35.083951,-106.651701,,,
Blackbird Buvette,Bar,13490,35.08490617,-106.6531961,,,
Immaculate Conception Church,Local business,1102,35.08610744,-106.6542471,,,
Por Vida Tattoo,Local business,2538,35.0866612,-106.6591461,,,
Sushi Hana,Restaurant/cafe,4053,35.08492319,-106.6539497,,,
DoubleTree by Hilton Hotel Albuquerque,Hotel,7368,35.08847176,-106.6493482,,,
Starbucks,Local business,4020,35.09049358,-106.6428906,,,
Friends Coffee & Sandwich,Local business,114,35.086283,-106.649916,,,
Real Time Solutions,Internet/software,33,35.084553,-106.6504196,,,
Federal Building and United States Courthouse,Landmark,17,35.08388889,-106.6522222,,,
City Hall,Local business,729,35.08776756,-106.6512376,,,
First Plaza Galleria,Local business,18,35.08596704,-106.6483819,,,
Lovelace Medical Center,Local business,2829,35.08653283,-106.6396625,,,
Stereo Bar,Arts/entertainment/nightlife,290,35.084672,-106.654907,,,
Holy Cow Albuquerque,Restaurant/cafe,7550,35.08268989,-106.639694,,,
Monroe's Restaurant,Local business,2053,35.09259473,-106.6639612,,,
Dennis Chavez Federal Building,Local business,89,35.08384718,-106.6535294,,,
Washington Middle School,Local business,522,35.08655686,-106.6619107,,,
Pizza 9,Restaurant/cafe,426,35.08318507,-106.6481284,,,
Aldo's New York Style Pizzeria,Restaurant/cafe,82,35.084836,-106.651414,,,
Hot Yoga Downtown Albuquerque,Local business,3085,35.08265472,-106.6389158,,,
Yoganow,Local business,15,35.082998,-106.649703,,,
So Good Nutrition,Local business,4406,35.08514141,-106.6539151,,,
Rio Grande Swimming Pool,Local business,461,35.08072033,-106.6646929,,,
Lindy's Diner,Local business,1327,35.08464199,-106.6527845,,,
Club El Rey,Local business,1062,35.08465496,-106.6551099,,,
Skip Maisel's Indian Showroom,Local business,48,35.08475769,-106.6533447,,,
Sunrise Bank of Albuquerque,Local business,97,35.084672,-106.650154,,,
Zendo,Museum/art gallery,562,35.08069547,-106.6500354,,,
The Grove Cafe And Market,Restaurant/cafe,8625,35.08286415,-106.6404487,,,
Albuquerque Growers Markets,Local business,448,35.08609898,-106.6571642,,,
Kob TV,Local business,496,35.08173536,-106.6657835,,,
Subway,Local business,111,35.086235,-106.6493399,,,
South Broadway Cultural Center,Arts/entertainment/nightlife,2249,35.07265609,-106.6460491,,,
Galleria,Local business,43,35.086283,-106.649916,,,
Bernalillo County Clerk's Office,Government organization,302,35.08757478,-106.6512952,,,
Caps Paint Shop,Local business,146,35.085241,-106.655298,,,
Albuquerque Rescue Mission,Local business,581,35.07968312,-106.6504577,,,
New Mexico Appleseed,Non-profit organization,7,35.08314,-106.64087,,,
GPG - @ Rip Williams' Studio,Local business,251,35.07997,-106.649576,,,
Rebel Donut Downtown,Local business,124,35.08342462,-106.6518881,,,
Hermon's Hair Studio,Local business,5,35.083267,-106.650465,,,
Almas de Amistad - Amity Foundation,Non-profit organization,6,35.084171,-106.654497,,,
Standard Diner,Restaurant/cafe,9946,35.08339676,-106.6437433,,,
Albuquerque Bus Station,Local business,84,35.08189918,-106.6477429,,,
The Rooftop at The Banque Lofts,Public places,353,35.084668,-106.650145,,,
The Albuquerque Rail Yards,Landmark,408,35.07539949,-106.6489936,,,
Gold Avenue Corridor,Community organization,6,35.08316636,-106.650191,,,
Pardo Custom Tailor,Local business,1,35.083267,-106.650465,,,
Amity Foundation,Local business,14,35.088167,-106.648146,,,
So Good Breakfast Club,Health/beauty,1440,35.08518612,-106.6539201,,,
café bien,Restaurant/cafe,335,35.083322,-106.652253,,,
Golden Crown Panaderia Neighborhood Bakery,Restaurant/cafe,3256,35.09576121,-106.6582149,,,
ABQ Heading Home,Local business,60,35.082851,-106.650954,,,
500 Marquette Management Office,Local business,9,35.0878,-106.652614,,,
National Institute of Flamenco,Non-profit organization,557,35.08316577,-106.6500791,,,
The Wash Tub,Local business,125,35.08740288,-106.6598311,,,
Counseling & Psychotherapy Institute,Local business,14,35.088032,-106.655801,,,
Flying Star Cafe,Local business,6801,35.08341352,-106.656646,,,
Washington Middle School Park,Local business,9,35.08572,-106.65871,,,
La Esquina Restaurante,Local business,260,35.08614012,-106.6494491,,,
VA Regional Office,Local business,21,35.08744948,-106.6519309,,,
Cocina Azul,Restaurant/cafe,3733,35.09546812,-106.6588161,,,
Juanita's Comida Mexicana,Restaurant/cafe,116,35.076332,-106.652818,,,
Gold Rush Cupcakes,Local business,91,35.08553818,-106.6500315,,,
Saint Mary School,Local business,187,35.08681923,-106.6543578,,,
Great Face & Body,Spas/beauty/personal care,1413,35.08303506,-106.6450315,,,
Original Medicine Acupuncture and Wellness,Local business,41,35.092564,-106.66332,,,
Sacred Heart Church,Church/religious organization,677,35.07875276,-106.6525057,,,
Tower Plaza Bldg,Local business,7,35.088293,-106.648118,,,
King's Kreation Tattoo,Local business,175,35.085311,-106.655283,,,
Healing Light Acupuncture,Health/medical/pharmacy,2,35.08364533,-106.650188,,,
PNM,Energy/utility,380,35.08286782,-106.6528227,,,
San Antonio Hot Springs,Local business,62,35.08169226,-106.6495247,,,
Zachary Gertrude,Local business,55,35.080417,-106.649794,,,
Teriyaki Kitchen Co Restaurant,Food/beverages,19,35.084453,-106.653257,,,
The Triple Goddess of New Mexico,Local business,80,35.08533,-106.655279,,,
Forque Kitchen and Bar,Restaurant/cafe,698,35.08663834,-106.6508801,,,
Keva Juice,Local business,155,35.08654444,-106.6503582,,,
Together for Justice NM,Non-profit organization,0,35.08372,-106.650958,,,
Kiva Auditorium,Local business,11466,35.08778845,-106.6491236,,,
Gap Inc,Local business,22,35.08597693,-106.6478725,,,
El Chante: Casa de Cultura,Arts/entertainment/nightlife,674,35.08509162,-106.6568129,,,
Albuquerque Family Advocacy Center,Local business,37,35.083225,-106.654906,,,
New Mexico Holocaust And Intolerance Museum,Local business,114,35.08495665,-106.654696,,,
Dolores Gonzales Elementary,School,319,35.07678048,-106.6588696,,,
Hotel Parq Central,Hotel,7656,35.08245924,-106.638118,,,
Curtis Lisa K Atty,Local business,0,35.08372,-106.650958,,,
Vigil Lisa K.,Local business,0,35.08372,-106.650958,,,
Probate Legal Clinic,Local business,0,35.08372,-106.650958,,,
Alvarado Train Station,Local business,91,35.08383296,-106.6474496,,,
Joy Junction Inc,Local business,12,35.083168,-106.651065,,,
Architectural Research Consultants Inc Aicp Aia,Local business,0,35.083083,-106.650359,,,
Barelas Senior Center,Local business,36,35.07871514,-106.6558769,,,
Barelas Coffee House,Restaurant/cafe,2122,35.0709843,-106.6539874,,,
Silver Gardens Apartments,Real estate,23,35.082423,-106.648533,,,
Hazeldine Park,Local business,33,35.07728642,-106.6521886,,,
Roborave,Local business,34,35.08751805,-106.6491842,,,
Tricklock Performance Laboratory,Local business,257,35.08325468,-106.6489944,,,
ABQ RIDE,Local business,224,35.08382778,-106.6479218,,,
Amped,Local business,150,35.08488885,-106.652248,,,
Chama River Brewing Company,Local business,150,35.08422868,-106.6495871,,,
KASA Fox 2,Local business,408,35.0815783,-106.6653106,,,
Rio Grande Outdoor Pool,Community/government,184,35.08074,-106.664895,,,
Channel 4 KOB,Local business,47,35.08173739,-106.6661972,,,
New Mexico State Government Probation-Parole Division,Local business,10,35.082935,-106.645713,,,
Express Inn,Local business,19,35.087101,-106.660094,,,
Mood Salon,Local business,60,35.080261,-106.651036,,,
USDA Forest Service,Local business,40,35.08148021,-106.6456506,,,
OFFCenter Arts,Non-profit organization,122,35.08496,-106.657175,,,
First Spanish Fruit Ave Baptist Church,Local business,64,35.090179,-106.655688,,,
Schlotzsky's,Local business,69,35.08455279,-106.6527389,,,
New Mexico Orthopaedic Associates,Hospital/clinic,999,35.08060046,-106.6347838,,,
Java Joe's,Local business,2387,35.08531733,-106.6579493,,,
Rebel Workout,Sports/recreation/activities,196,35.08346526,-106.6447306,,,
93.3 KOB-FM,Radio station,899,35.08922946,-106.6504727,,,
Convention Center Water Well,Local business,399,35.08665532,-106.6478958,,,
Bathing Bad - inspired by Breaking Bad,Health/beauty,280,35.08312032,-106.6450387,,,
Mecca Music & Books,Local business,43,35.08872448,-106.663193,,,
Gold Ave Lofts,Local business,17,35.082965,-106.648406,,,
Sandia Market Research LLC,Local business,18,35.0838,-106.647162,,,
Hyatt Hotel,Local business,35,35.08756071,-106.654164,,,
Curves Downtown,Club,21,35.092564,-106.66332,,,
Cecilia's Cafe,Restaurant/cafe,2814,35.08299227,-106.6542615,,,
Child Support Enforcement Division,Local business,308,35.08835249,-106.6589896,,,
Coronado Elementary,Local business,154,35.07923,-106.653227,,,
Artichoke Cafe,Restaurant/cafe,2907,35.0832234,-106.6422826,,,
Albuquerque Downtown Roadrunner Station,Local business,16,35.08340657,-106.6473475,,,
99.5 Magic FM,Radio station,67,35.089489,-106.650319,,,
Anadyn,Local business,97,35.08486685,-106.6519272,,,
Albuquerque Barber Shop 505 710 6334,Local business,150,35.08652304,-106.6591188,,,
Lowe's,Local business,38,35.09260202,-106.6587622,,,
Gonzales Joe,Local business,0,35.08372,-106.650958,,,
Weekdays Restaurant and Anytime Catering,Restaurant/cafe,62,35.081972,-106.653473,,,
Zoo Music,Local business,19,35.07732595,-106.6632745,,,
AXIS Salon Spa,Spas/beauty/personal care,170,35.085464,-106.652878,,,
Karibu Cafe,Restaurant/cafe,48,35.08427934,-106.6505089,,,
Slate Street Cafe,Restaurant/cafe,4144,35.09253167,-106.6520417,,,
Tuscano,Local business,195,35.08413042,-106.6483844,,,
First Presbyterian Church,Local business,15,35.084716,-106.652973,,,
Farina Pizzaria,Local business,4920,35.08321437,-106.6419053,,,
The Daily Grind,Restaurant/cafe,854,35.08337547,-106.6427087,,,
Seniors Financial of New Mexico,Local business,0,35.083168,-106.651065,,,
First National Bank Building (Albuquerque),Landmark,4,35.08464684,-106.6499731,,,
Hyatt Hotels And Resorts - Albuquerque,Local business,36,35.08305556,-106.6513889,,,
Mitchell & Presley Talent Group,Local business,36,35.083169,-106.651068,,,
Conservatory of Flamenco Arts,Local business,34,35.08305,-106.650108,,,
Am Spices of India,Restaurant/cafe,21,35.084794,-106.651101,,,
Santa Fe Railway Shops,Landmark,6,35.075,-106.65,,,
Udall Tom Senator,Local business,9,35.084672,-106.650154,,,
Taste of Albuquerque,Local business,15,35.08658469,-106.6505149,,,
Yoga Fun House,Local business,4,35.083775,-106.651406,,,
Effex Albuquerque,Arts/entertainment/nightlife,11322,35.08450629,-106.652572,,,
Baseline Field Services,Local business,0,35.083267,-106.650465,,,
Tita Lita's Nutrition,Local business,16,35.085133,-106.653744,,,
Mesa del Sol Football Field,Local business,25,35.0831761,-106.6494111,,,
A to Z Tire & Battery,Local business,3,35.078399,-106.646068,,,
2013 Usa Roller Sports National Championships,Local business,19,35.08706076,-106.6474794,,,
First Financial Credit Union,Local business,105,35.0876259,-106.6538973,,,
Spectrum Capital Group LLC,Local business,0,35.083169,-106.651068,,,
Villa Di Capo,Local business,808,35.08506141,-106.6563784,,,
Krqe News 13,Local business,429,35.08159505,-106.6653276,,,
Zohra Restaraunt,Local business,38,35.085872,-106.649081,,,
Sumner & Dene,Local business,40,35.085105,-106.653538,,,
Al's Big Dipper,Restaurant/cafe,127,35.08473524,-106.6521467,,,
Chama River Microbar,Bar,257,35.08413405,-106.6495272,,,
Capos,Local business,17,35.0803908,-106.6567294,,,
Albuquerque Journal Theatre,Local business,14,35.08177262,-106.6555889,,,
First United Methodist Church,Local business,218,35.08132111,-106.6518835,,,
Doin The Deal Nutrition #Dointhedeal,Health/beauty,102,35.085133,-106.653744,,,
Gingers Goods,Local business,0,35.083267,-106.650465,,,
Plaza Eatery,Local business,38,35.088055,-106.650493,,,
Albuquerque-Bernalillo County Library,Local business,65,35.085999,-106.652871,,,
ArtBar by Catalyst Club,Arts/entertainment/nightlife,2454,35.08334097,-106.6492285,,,
Encuentro NM,Non-profit organization,82,35.077944,-106.652737,,,
Bankruptcy Clinic,Local business,2,35.08372,-106.650958,,,
Developer Management,Local business,15,35.081529,-106.654014,,,
La Mexicana Tortilla CO.,Restaurant/cafe,330,35.08022502,-106.6517407,,,
Duke City Roller Derby,Local business,104,35.08646339,-106.6483171,,,
7-Eleven,Local business,92,35.092444,-106.65929,,,
Pres. Hospital,Local business,57,35.07689596,-106.6507814,,,
Albuquerque Fire Station 1,Local business,104,35.08292811,-106.6564452,,,
Holy Spirite Church,Local business,0,35.07615393,-106.6570916,,,
Downtown Inn Albuquerque,Local business,58,35.088253,-106.661469,,,
Moonlight Lounge,Local business,654,35.08423193,-106.649157,,,
Bgk Albuquerque Property Management LLC,Local business,0,35.083168,-106.651065,,,
Discover the Dinosaurs,Local business,158,35.08650367,-106.6477487,,,
Chicago Dog,Restaurant/cafe,95,35.084668,-106.650145,,,
Man's Hat Shop The,Local business,82,35.085078,-106.65331,,,
Ella Sol Hair Salon,Spas/beauty/personal care,35,35.085762,-106.655174,,,
Western Heights Assembly of God Church,Local business,17,35.0792134,-106.648081,,,
516 ARTS,Arts/entertainment/nightlife,400,35.08466593,-106.6535524,,,
B2B Burger,Local business,16,35.08512769,-106.6540986,,,
Albuquerque Convention Center University Of Phoenix Graduation,Local business,63,35.08638,-106.64795,,,
Embassy Suites,Local business,4945,35.09168851,-106.636166,,,
Albuquerque Business First,Media/news/publishing,175,35.08421458,-106.6487412,,,
Downtown Contemporary Gallery,Arts/entertainment/nightlife,76,35.084552,-106.651795,,,
Lima Kai Massage,Local business,73,35.086283,-106.649916,,,
Animal Protection of New Mexico,Local business,1,35.08372,-106.650958,,,
Alvarado Apartment Homes,Real estate,121,35.082438,-106.655463,,,
Martino's Downtown Salon,Spas/beauty/personal care,183,35.08489045,-106.6535136,,,
Beyond Ordinary,Local business,2,35.083581,-106.649921,,,
Catwalk Films,Local business,0,35.08372,-106.650958,,,
Salsa Baby Dance Studio,Local business,232,35.08464075,-106.650715,,,
Weekdays,Local business,94,35.082344,-106.652351,,,
El Centro de Igualdad,Non-profit organization,136,35.077949,-106.652728,,,
Warehouse Five O'eight,Arts/entertainment/nightlife,881,35.08821352,-106.646766,,,
Martinez Fidel CPA PC,Local business,0,35.083169,-106.651068,,,
THE HOTEL BLUE,Hotel,1691,35.08568967,-106.6560831,,,
Lowney Law Firm,Local business,0,35.083169,-106.651068,,,
Law Office of Alvin R Garcia,Local business,2,35.083169,-106.651068,,,
Library,Local business,1300,35.08430044,-106.6510933,,,
Acuna Mark Anthony Attorney,Local business,0,35.083168,-106.651065,,,
Fiser Robert M Atty,Local business,0,35.083169,-106.651068,,,
Bernalillo County Government,Local business,27,35.083439,-106.646184,,,
Maloney's Tavern,Bar,18506,35.08458454,-106.6514302,,,
Downtown Tire & Automotive,Local business,4,35.0838,-106.647162,,,
New Mexico Tea Company,Shopping/retail,170,35.09566157,-106.658558,,,
University of New Mexico Foundation,Non-profit organization,31,35.08981829,-106.6369167,,,
Chavez James A PC,Local business,0,35.083169,-106.651068,,,
Vance Gene,Local business,0,35.083168,-106.651065,,,
Jaffe Mark S,Local business,0,35.083168,-106.651065,,,
Domenici Law Firm PC,Local business,0,35.083168,-106.651065,,,
Dixon Kallie L Attorney,Local business,0,35.083169,-106.651068,,,
Farkas Todd E,Local business,0,35.083168,-106.651065,,,
Burnett Law Firm,Local business,0,35.083168,-106.651065,,,
Seligman Deborah S Atty,Local business,0,35.083169,-106.651068,,,
Schimmel Albert W III Atty,Local business,0,35.083169,-106.651068,,,
Ottinger Gary Atty,Local business,0,35.083168,-106.651065,,,
The Jafee Law Firm,Local business,0,35.083168,-106.651065,,,
Conklin Jenke & Woodcock PC,Local business,0,35.083169,-106.651068,,,
Peter F Staiti Attorney,Local business,0,35.083169,-106.651068,,,
Spielman Elena,Local business,0,35.083168,-106.651065,,,
